#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EIF2S1	RPL35A	9606.ENSP00000256383	9606.ENSP00000419117	0	0	0	0	0.729	0	0	0	0.729
EIF2S1	GSPT1	9606.ENSP00000256383	9606.ENSP00000398131	0	0	0	0	0.503	0.369	0	0.211	0.731
EIF2S1	RPL10A	9606.ENSP00000256383	9606.ENSP00000363018	0	0	0	0	0.722	0	0	0.166	0.758
EIF2S1	RPL17	9606.ENSP00000256383	9606.ENSP00000397798	0	0	0	0	0.783	0	0	0.058	0.786
EIF2S1	DRG1	9606.ENSP00000256383	9606.ENSP00000329715	0	0	0	0	0.786	0	0	0	0.786
EIF2S1	RPL26	9606.ENSP00000256383	9606.ENSP00000463784	0	0	0	0	0.738	0	0	0.238	0.792
EIF2S1	RPL15	9606.ENSP00000256383	9606.ENSP00000309334	0	0	0	0	0.763	0.244	0	0.135	0.831
EIF2S1	DENR	9606.ENSP00000256383	9606.ENSP00000280557	0	0	0	0	0.505	0.526	0	0.355	0.835
EIF2S1	RPL11	9606.ENSP00000256383	9606.ENSP00000363676	0	0	0	0	0.855	0.077	0	0.122	0.872
EIF2S1	RPLP0	9606.ENSP00000256383	9606.ENSP00000449328	0	0	0	0	0.783	0.245	0	0.310	0.877
EIF2S1	RPL8	9606.ENSP00000256383	9606.ENSP00000262584	0	0	0	0	0.888	0	0	0.095	0.894
EIF2S1	RPL6	9606.ENSP00000256383	9606.ENSP00000403172	0	0	0	0	0.878	0.076	0	0.147	0.895
EIF2S1	RPL9	9606.ENSP00000256383	9606.ENSP00000400467	0	0	0	0	0.915	0	0	0.114	0.922
EIF2S1	ETF1	9606.ENSP00000256383	9606.ENSP00000353741	0	0	0	0	0.899	0.272	0	0.206	0.936
EIF2S1	EIF3CL	9606.ENSP00000256383	9606.ENSP00000370258	0	0	0	0	0.362	0.630	0.600	0.506	0.947
EIF2S1	RPS27A	9606.ENSP00000256383	9606.ENSP00000272317	0	0	0	0	0.351	0.856	0.600	0.053	0.960
EIF2S1	RPS21	9606.ENSP00000256383	9606.ENSP00000345957	0	0	0	0	0.524	0.822	0.600	0	0.963
EIF2S1	EIF3L	9606.ENSP00000256383	9606.ENSP00000485663	0	0	0	0	0.442	0.822	0.600	0.285	0.967
EIF2S1	RPS29	9606.ENSP00000256383	9606.ENSP00000379339	0	0	0	0	0.617	0.839	0.600	0.067	0.974
EIF2S1	EIF3H	9606.ENSP00000256383	9606.ENSP00000429931	0	0	0	0	0.592	0.822	0.600	0.342	0.978
EIF2S1	EIF3J	9606.ENSP00000256383	9606.ENSP00000261868	0	0	0	0	0.583	0.803	0.600	0.427	0.978
EIF2S1	EIF2S3L	9606.ENSP00000256383	9606.ENSP00000445077	0	0	0.219	0	0.465	0.838	0.540	0.539	0.983
EIF2S1	EIF3F	9606.ENSP00000256383	9606.ENSP00000431800	0	0	0	0	0.707	0.828	0.600	0.426	0.986
EIF2S1	EIF3M	9606.ENSP00000256383	9606.ENSP00000436049	0	0	0	0	0.758	0.822	0.600	0.397	0.988
EIF2S1	RPS26	9606.ENSP00000256383	9606.ENSP00000348849	0	0	0	0	0.841	0.822	0.600	0.139	0.988
EIF2S1	EIF4A2	9606.ENSP00000256383	9606.ENSP00000326381	0	0	0	0	0.424	0.181	0.900	0.779	0.988
EIF2S1	RPS28	9606.ENSP00000256383	9606.ENSP00000472469	0	0	0	0	0.659	0.940	0.600	0.167	0.992
EIF2S1	RPS23	9606.ENSP00000256383	9606.ENSP00000296674	0	0	0	0	0.656	0.940	0.600	0.167	0.992
EIF2S1	RPS11	9606.ENSP00000256383	9606.ENSP00000270625	0	0	0	0	0.903	0.842	0.600	0.084	0.993
EIF2S1	RPSA	9606.ENSP00000256383	9606.ENSP00000346067	0	0	0	0	0.888	0.845	0.600	0.149	0.993
EIF2S1	EIF3C	9606.ENSP00000256383	9606.ENSP00000332604	0	0	0	0	0.525	0.922	0.600	0.675	0.994
EIF2S1	EIF4G1	9606.ENSP00000256383	9606.ENSP00000416255	0	0	0	0	0.216	0.826	0.900	0.843	0.997
EIF2S1	EIF4A1	9606.ENSP00000256383	9606.ENSP00000293831	0	0	0	0	0.604	0.829	0.900	0.790	0.998
EIF2S1	EIF3I	9606.ENSP00000256383	9606.ENSP00000362688	0	0	0	0	0.852	0.945	0.600	0.564	0.998
EIF2S1	EIF2B3	9606.ENSP00000256383	9606.ENSP00000353575	0	0	0	0	0.288	0.988	0.900	0.815	0.999
EIF2S1	EIF2S2	9606.ENSP00000256383	9606.ENSP00000364119	0	0	0	0	0.901	0.995	0.900	0.994	0.999
EIF2S1	EIF2B5	9606.ENSP00000256383	9606.ENSP00000273783	0	0	0	0	0.182	0.984	0.900	0.892	0.999
EIF2S1	EIF3B	9606.ENSP00000256383	9606.ENSP00000354125	0	0	0	0	0.928	0.952	0.600	0.812	0.999
EIF2S1	EIF3A	9606.ENSP00000256383	9606.ENSP00000358140	0	0	0	0	0.630	0.986	0.900	0.604	0.999
EIF2S1	EIF2B2	9606.ENSP00000256383	9606.ENSP00000266126	0	0	0	0	0.238	0.995	0.900	0.895	0.999
EIF2S2	EIF3D	9606.ENSP00000364119	9606.ENSP00000216190	0	0	0	0	0.335	0.807	0.600	0.396	0.965
EIF2S2	EIF5	9606.ENSP00000364119	9606.ENSP00000216554	0	0	0	0.575	0.286	0.977	0.900	0.994	0.998
EIF2S2	EIF3E	9606.ENSP00000364119	9606.ENSP00000220849	0	0	0	0	0.649	0.800	0.600	0.581	0.986
EIF2S2	RPL18A	9606.ENSP00000364119	9606.ENSP00000222247	0	0	0	0	0.763	0	0	0.188	0.799
EIF2S2	RPL19	9606.ENSP00000364119	9606.ENSP00000225430	0	0	0.220	0	0.346	0	0	0	0.468
EIF2S2	RPS12	9606.ENSP00000364119	9606.ENSP00000230050	0	0	0	0	0.373	0.867	0.600	0	0.964
EIF2S2	EIF3K	9606.ENSP00000364119	9606.ENSP00000248342	0	0	0	0	0.222	0.800	0.600	0.584	0.970
EIF2S2	RPS16	9606.ENSP00000364119	9606.ENSP00000251453	0	0	0	0	0.641	0.871	0.600	0.208	0.983
EIF2S2	DHX29	9606.ENSP00000364119	9606.ENSP00000251636	0	0	0	0	0.065	0	0	0.390	0.405
EIF2S2	EIF2S3	9606.ENSP00000364119	9606.ENSP00000253039	0	0	0.212	0	0.707	0.994	0.900	0.994	0.999
EIF2S2	EIF3G	9606.ENSP00000364119	9606.ENSP00000253108	0	0	0	0	0.472	0.985	0.600	0.787	0.999
EIF2S2	EIF2S1	9606.ENSP00000364119	9606.ENSP00000256383	0	0	0	0	0.901	0.995	0.900	0.994	0.999
EIF2S2	EIF3J	9606.ENSP00000364119	9606.ENSP00000261868	0	0	0	0	0.349	0.843	0.600	0.616	0.982
EIF2S2	RPL8	9606.ENSP00000364119	9606.ENSP00000262584	0	0	0	0	0.369	0	0	0.114	0.417
EIF2S2	EIF2B2	9606.ENSP00000364119	9606.ENSP00000266126	0	0	0	0	0.234	0.956	0.600	0.797	0.996
EIF2S2	RPS11	9606.ENSP00000364119	9606.ENSP00000270625	0	0	0	0	0.347	0.842	0.600	0.139	0.959
EIF2S2	RPS27A	9606.ENSP00000364119	9606.ENSP00000272317	0	0	0	0	0.464	0.823	0.600	0.057	0.959
EIF2S2	EIF2B5	9606.ENSP00000364119	9606.ENSP00000273783	0	0	0	0	0.126	0.988	0.900	0.936	0.999
EIF2S2	DENR	9606.ENSP00000364119	9606.ENSP00000280557	0	0	0	0	0.354	0.369	0	0.252	0.669
EIF2S2	EIF4A1	9606.ENSP00000364119	9606.ENSP00000293831	0	0	0	0	0.422	0.803	0.900	0.749	0.996
EIF2S2	RPS23	9606.ENSP00000364119	9606.ENSP00000296674	0	0	0	0	0.397	0.871	0.600	0.213	0.972
EIF2S2	RPL15	9606.ENSP00000364119	9606.ENSP00000309334	0.070	0	0	0	0.655	0.283	0	0	0.750
EIF2S2	EIF4A2	9606.ENSP00000364119	9606.ENSP00000326381	0	0	0	0	0.241	0.059	0.900	0.746	0.979
EIF2S2	DRG1	9606.ENSP00000364119	9606.ENSP00000329715	0.167	0	0	0	0.336	0	0	0	0.424
EIF2S2	EIF3C	9606.ENSP00000364119	9606.ENSP00000332604	0	0	0	0	0.256	0.933	0.600	0.879	0.997
EIF2S2	ZC3H15	9606.ENSP00000364119	9606.ENSP00000338788	0	0	0	0	0.524	0.115	0	0	0.560
EIF2S2	GSPT2	9606.ENSP00000364119	9606.ENSP00000341247	0	0	0	0	0.187	0.349	0	0.145	0.507
EIF2S2	RPS21	9606.ENSP00000364119	9606.ENSP00000345957	0	0	0	0	0.416	0.842	0.600	0	0.960
EIF2S2	RPLP1	9606.ENSP00000364119	9606.ENSP00000346037	0	0	0	0	0.285	0	0	0.228	0.425
EIF2S2	RPSA	9606.ENSP00000364119	9606.ENSP00000346067	0	0	0	0	0.549	0.835	0.600	0.105	0.970
EIF2S2	RPS26	9606.ENSP00000364119	9606.ENSP00000348849	0	0	0	0	0.545	0.842	0.600	0.177	0.973
EIF2S2	EIF2B3	9606.ENSP00000364119	9606.ENSP00000353575	0	0	0	0	0.194	0.987	0.600	0.852	0.999
EIF2S2	ETF1	9606.ENSP00000364119	9606.ENSP00000353741	0	0	0	0	0.550	0.312	0	0.097	0.696
EIF2S2	EIF3B	9606.ENSP00000364119	9606.ENSP00000354125	0	0	0	0	0.522	0.968	0.600	0.723	0.998
EIF2S2	EIF3A	9606.ENSP00000364119	9606.ENSP00000358140	0	0	0	0	0.397	0.986	0.900	0.737	0.999
EIF2S2	EIF3I	9606.ENSP00000364119	9606.ENSP00000362688	0	0	0	0	0.596	0.906	0.600	0.720	0.995
EIF2S2	RPL10A	9606.ENSP00000364119	9606.ENSP00000363018	0	0	0	0	0.399	0	0	0.147	0.466
EIF2S2	RPL11	9606.ENSP00000364119	9606.ENSP00000363676	0	0	0	0	0.541	0	0	0	0.541
EIF2S2	RPL30	9606.ENSP00000364119	9606.ENSP00000428085	0	0	0	0	0.386	0	0	0.105	0.427
EIF2S2	RPL36A	9606.ENSP00000364119	9606.ENSP00000404375	0	0	0	0	0.390	0	0	0.155	0.462
EIF2S2	RPL26	9606.ENSP00000364119	9606.ENSP00000463784	0	0	0	0	0.427	0	0	0.119	0.474
EIF2S2	RPL31	9606.ENSP00000364119	9606.ENSP00000386717	0	0	0	0	0.477	0	0	0.053	0.484
EIF2S2	RPLP0	9606.ENSP00000364119	9606.ENSP00000449328	0	0	0	0	0.406	0	0	0.182	0.494
EIF2S2	GSPT1	9606.ENSP00000364119	9606.ENSP00000398131	0	0	0	0	0.187	0.349	0	0.145	0.507
EIF2S2	RPL18	9606.ENSP00000364119	9606.ENSP00000447001	0	0	0	0	0.498	0.056	0	0.163	0.569
EIF2S2	RPL35A	9606.ENSP00000364119	9606.ENSP00000419117	0	0	0	0	0.577	0	0	0	0.577
EIF2S2	RPL6	9606.ENSP00000364119	9606.ENSP00000403172	0	0	0	0	0.549	0.056	0	0.101	0.584
EIF2S2	RPL9	9606.ENSP00000364119	9606.ENSP00000400467	0	0	0.249	0	0.452	0	0	0.084	0.590
EIF2S2	RPL32	9606.ENSP00000364119	9606.ENSP00000416429	0	0	0	0	0.634	0	0	0	0.634
EIF2S2	RPS29	9606.ENSP00000364119	9606.ENSP00000379339	0	0	0	0	0.180	0.835	0.600	0.078	0.943
EIF2S2	EIF3CL	9606.ENSP00000364119	9606.ENSP00000370258	0	0	0	0	0.164	0.680	0.600	0.630	0.955
EIF2S2	EIF3L	9606.ENSP00000364119	9606.ENSP00000485663	0	0	0	0	0.400	0.800	0.600	0.281	0.960
EIF2S2	RPS28	9606.ENSP00000364119	9606.ENSP00000472469	0	0	0	0	0.244	0.871	0.600	0.156	0.962
EIF2S2	EIF2S3L	9606.ENSP00000364119	9606.ENSP00000445077	0	0	0.209	0	0.241	0.787	0.540	0.539	0.967
EIF2S2	EIF3H	9606.ENSP00000364119	9606.ENSP00000429931	0	0	0	0	0.587	0.800	0.600	0.382	0.976
EIF2S2	EIF3F	9606.ENSP00000364119	9606.ENSP00000431800	0	0	0	0	0.461	0.835	0.600	0.438	0.977
EIF2S2	EIF3M	9606.ENSP00000364119	9606.ENSP00000436049	0	0	0	0	0.588	0.800	0.600	0.428	0.978
EIF2S2	EIF4G1	9606.ENSP00000364119	9606.ENSP00000416255	0	0	0	0	0.098	0.822	0.900	0.863	0.997
EIF2S3	EIF3D	9606.ENSP00000253039	9606.ENSP00000216190	0	0	0	0	0.535	0.800	0.600	0.502	0.979
EIF2S3	EIF5	9606.ENSP00000253039	9606.ENSP00000216554	0	0	0	0	0.250	0.786	0.900	0.964	0.999
EIF2S3	EIF3E	9606.ENSP00000253039	9606.ENSP00000220849	0	0	0	0	0.657	0.800	0.600	0.506	0.984
EIF2S3	RPL18A	9606.ENSP00000253039	9606.ENSP00000222247	0	0	0	0	0.505	0	0	0.345	0.662
EIF2S3	RPL19	9606.ENSP00000253039	9606.ENSP00000225430	0	0	0.323	0	0.407	0.104	0	0.049	0.612
EIF2S3	DRG2	9606.ENSP00000253039	9606.ENSP00000225729	0	0	0.344	0	0.367	0	0	0.066	0.578
EIF2S3	RPS12	9606.ENSP00000253039	9606.ENSP00000230050	0.049	0	0	0	0.502	0.827	0.600	0.117	0.965
EIF2S3	EIF3K	9606.ENSP00000253039	9606.ENSP00000248342	0	0	0	0	0.186	0.800	0.600	0.339	0.951
EIF2S3	RPS16	9606.ENSP00000253039	9606.ENSP00000251453	0	0	0	0	0.699	0.904	0.600	0.077	0.987
EIF2S3	DHX29	9606.ENSP00000253039	9606.ENSP00000251636	0	0	0	0	0.063	0	0	0.468	0.480
EIF2S3	RPL10A	9606.ENSP00000253039	9606.ENSP00000363018	0	0	0	0	0.371	0	0	0.122	0.424
EIF2S3	DENR	9606.ENSP00000253039	9606.ENSP00000280557	0	0	0	0	0.100	0.246	0	0.235	0.436
EIF2S3	RPL35	9606.ENSP00000253039	9606.ENSP00000259469	0	0	0	0	0.242	0.291	0	0	0.439
EIF2S3	EIF2D	9606.ENSP00000253039	9606.ENSP00000271764	0	0	0	0	0.154	0	0	0.383	0.456
EIF2S3	EIF2S3L	9606.ENSP00000253039	9606.ENSP00000445077	0	0	0.449	0.987	0	0	0.540	0.301	0.544
EIF2S3	RPL30	9606.ENSP00000253039	9606.ENSP00000428085	0	0	0	0	0.542	0	0	0.139	0.589
EIF2S3	RPL26L1	9606.ENSP00000253039	9606.ENSP00000428223	0	0	0.310	0	0.090	0.250	0	0.260	0.605
EIF2S3	RPL35A	9606.ENSP00000253039	9606.ENSP00000419117	0	0	0	0	0.654	0	0	0	0.654
EIF2S3	RPL31	9606.ENSP00000253039	9606.ENSP00000386717	0	0	0	0	0.655	0	0	0	0.655
EIF2S3	RPL18	9606.ENSP00000253039	9606.ENSP00000447001	0	0	0	0	0.594	0	0	0.186	0.656
EIF2S3	RPL17	9606.ENSP00000253039	9606.ENSP00000397798	0	0	0.249	0	0.450	0.244	0	0.048	0.663
EIF2S3	DRG1	9606.ENSP00000253039	9606.ENSP00000329715	0	0	0.353	0	0.508	0	0	0.066	0.676
EIF2S3	RPL11	9606.ENSP00000253039	9606.ENSP00000363676	0	0	0	0	0.552	0.324	0	0	0.684
EIF2S3	RPL6	9606.ENSP00000253039	9606.ENSP00000403172	0	0	0	0	0.690	0.056	0	0.103	0.715
EIF2S3	GSPT2	9606.ENSP00000253039	9606.ENSP00000341247	0	0	0.239	0.555	0.633	0.235	0	0.164	0.749
EIF2S3	RPL26	9606.ENSP00000253039	9606.ENSP00000463784	0	0	0.308	0	0.527	0.250	0	0.112	0.753
EIF2S3	RPL8	9606.ENSP00000253039	9606.ENSP00000262584	0	0	0.365	0	0.489	0.260	0	0.119	0.760
EIF2S3	RPLP0	9606.ENSP00000253039	9606.ENSP00000449328	0	0	0	0	0.719	0.056	0	0.235	0.779
EIF2S3	GSPT1	9606.ENSP00000253039	9606.ENSP00000398131	0	0	0.228	0	0.635	0.259	0	0.143	0.797
EIF2S3	RPL9	9606.ENSP00000253039	9606.ENSP00000400467	0	0	0.361	0	0.622	0.291	0	0.056	0.817
EIF2S3	RPL15	9606.ENSP00000253039	9606.ENSP00000309334	0	0	0.353	0	0.781	0	0	0.120	0.864
EIF2S3	ETF1	9606.ENSP00000253039	9606.ENSP00000353741	0	0	0	0	0.859	0	0	0.315	0.899
EIF2S3	EIF3CL	9606.ENSP00000253039	9606.ENSP00000370258	0	0	0	0	0.497	0.612	0.600	0.234	0.932
EIF2S3	RPS21	9606.ENSP00000253039	9606.ENSP00000345957	0	0	0	0	0.305	0.800	0.600	0.101	0.943
EIF2S3	EIF4A2	9606.ENSP00000253039	9606.ENSP00000326381	0	0	0	0	0.121	0.102	0.900	0.514	0.956
EIF2S3	EIF3H	9606.ENSP00000253039	9606.ENSP00000429931	0	0	0	0	0.342	0.800	0.600	0.267	0.956
EIF2S3	RPS27A	9606.ENSP00000253039	9606.ENSP00000272317	0	0	0	0	0.415	0.827	0.600	0.107	0.959
EIF2S3	RPS26	9606.ENSP00000253039	9606.ENSP00000348849	0	0	0	0	0.558	0.800	0.600	0.079	0.963
EIF2S3	RPS29	9606.ENSP00000253039	9606.ENSP00000379339	0	0	0	0	0.272	0.863	0.600	0.204	0.964
EIF2S3	EIF3L	9606.ENSP00000253039	9606.ENSP00000485663	0	0	0	0	0.421	0.800	0.600	0.330	0.964
EIF2S3	EIF3J	9606.ENSP00000253039	9606.ENSP00000261868	0	0	0	0	0.118	0.803	0.600	0.557	0.965
EIF2S3	RPS11	9606.ENSP00000253039	9606.ENSP00000270625	0	0	0.216	0	0.423	0.868	0.600	0.108	0.974
EIF2S3	RPS28	9606.ENSP00000253039	9606.ENSP00000472469	0.111	0	0	0	0.354	0.904	0.600	0.251	0.980
EIF2S3	EIF3F	9606.ENSP00000253039	9606.ENSP00000431800	0	0	0	0	0.679	0.812	0.600	0.378	0.983
EIF2S3	RPS23	9606.ENSP00000253039	9606.ENSP00000296674	0	0	0.267	0	0.381	0.905	0.600	0.439	0.988
EIF2S3	EIF3M	9606.ENSP00000253039	9606.ENSP00000436049	0	0	0	0	0.781	0.800	0.600	0.435	0.988
EIF2S3	EIF3C	9606.ENSP00000253039	9606.ENSP00000332604	0	0	0	0	0.537	0.919	0.600	0.597	0.993
EIF2S3	EIF4G1	9606.ENSP00000253039	9606.ENSP00000416255	0	0	0	0	0.232	0.800	0.900	0.600	0.993
EIF2S3	EIF4A1	9606.ENSP00000253039	9606.ENSP00000293831	0	0	0	0	0.487	0.812	0.900	0.514	0.994
EIF2S3	RPSA	9606.ENSP00000253039	9606.ENSP00000346067	0	0	0.277	0	0.865	0.857	0.600	0.311	0.995
EIF2S3	EIF3G	9606.ENSP00000253039	9606.ENSP00000253108	0	0	0	0	0.708	0.935	0.600	0.658	0.997
EIF2S3	EIF3I	9606.ENSP00000253039	9606.ENSP00000362688	0	0	0	0	0.786	0.906	0.600	0.724	0.997
EIF2S3	EIF2B3	9606.ENSP00000253039	9606.ENSP00000353575	0	0	0	0	0.260	0.955	0.600	0.916	0.998
EIF2S3	EIF3B	9606.ENSP00000253039	9606.ENSP00000354125	0	0	0	0	0.857	0.939	0.600	0.835	0.999
EIF2S3	EIF3A	9606.ENSP00000253039	9606.ENSP00000358140	0	0	0	0	0.650	0.947	0.900	0.556	0.999
EIF2S3	EIF2S1	9606.ENSP00000253039	9606.ENSP00000256383	0	0	0.219	0	0.793	0.994	0.900	0.989	0.999
EIF2S3	EIF2B2	9606.ENSP00000253039	9606.ENSP00000266126	0	0	0	0	0.313	0.987	0.600	0.831	0.999
EIF2S3	EIF2S2	9606.ENSP00000253039	9606.ENSP00000364119	0	0	0.212	0	0.707	0.994	0.900	0.994	0.999
EIF2S3	EIF2B5	9606.ENSP00000253039	9606.ENSP00000273783	0	0	0	0	0.223	0.953	0.900	0.976	0.999
EIF2S3L	EIF3D	9606.ENSP00000445077	9606.ENSP00000216190	0	0	0	0	0.440	0	0	0.101	0.475
EIF2S3L	EIF5	9606.ENSP00000445077	9606.ENSP00000216554	0	0	0	0	0.120	0.786	0	0.334	0.863
EIF2S3L	EIF3E	9606.ENSP00000445077	9606.ENSP00000220849	0	0	0	0	0.511	0	0	0.126	0.554
EIF2S3L	RPL19	9606.ENSP00000445077	9606.ENSP00000225430	0	0	0.321	0	0.134	0.104	0	0.049	0.431
EIF2S3L	DRG2	9606.ENSP00000445077	9606.ENSP00000225729	0	0	0.343	0	0.165	0	0	0.066	0.442
EIF2S3L	RPS16	9606.ENSP00000445077	9606.ENSP00000251453	0	0	0	0	0.238	0.540	0	0.067	0.644
EIF2S3L	EIF2S3	9606.ENSP00000445077	9606.ENSP00000253039	0	0	0.449	0.987	0	0	0.540	0.301	0.544
EIF2S3L	EIF3G	9606.ENSP00000445077	9606.ENSP00000253108	0	0	0	0	0.515	0.690	0	0.303	0.886
EIF2S3L	EIF2S1	9606.ENSP00000445077	9606.ENSP00000256383	0	0	0.219	0	0.465	0.838	0.540	0.539	0.983
EIF2S3L	RPL8	9606.ENSP00000445077	9606.ENSP00000262584	0	0	0.365	0	0.186	0.260	0	0.119	0.617
EIF2S3L	EIF2B2	9606.ENSP00000445077	9606.ENSP00000266126	0	0	0	0	0.165	0.770	0	0.537	0.903
EIF2S3L	RPS11	9606.ENSP00000445077	9606.ENSP00000270625	0	0	0.216	0	0.152	0.520	0	0	0.653
EIF2S3L	EIF2B5	9606.ENSP00000445077	9606.ENSP00000273783	0	0	0	0	0.223	0.779	0	0.539	0.913
EIF2S3L	RPS23	9606.ENSP00000445077	9606.ENSP00000296674	0	0	0.267	0	0.122	0.547	0	0.281	0.762
EIF2S3L	RPL15	9606.ENSP00000445077	9606.ENSP00000309334	0	0	0.352	0	0.565	0	0	0	0.706
EIF2S3L	DRG1	9606.ENSP00000445077	9606.ENSP00000329715	0	0	0.352	0	0.449	0	0	0.066	0.637
EIF2S3L	EIF3C	9606.ENSP00000445077	9606.ENSP00000332604	0	0	0	0	0.497	0.612	0	0.234	0.837
EIF2S3L	GSPT2	9606.ENSP00000445077	9606.ENSP00000341247	0	0	0.237	0	0.633	0.235	0	0.485	0.874
EIF2S3L	RPSA	9606.ENSP00000445077	9606.ENSP00000346067	0	0	0.276	0	0.457	0.315	0	0.260	0.774
EIF2S3L	EIF2B3	9606.ENSP00000445077	9606.ENSP00000353575	0	0	0	0	0.202	0.788	0	0.535	0.914
EIF2S3L	ETF1	9606.ENSP00000445077	9606.ENSP00000353741	0	0	0	0	0.644	0	0	0.123	0.674
EIF2S3L	EIF3B	9606.ENSP00000445077	9606.ENSP00000354125	0	0	0	0	0.640	0.708	0	0.354	0.926
EIF2S3L	EIF3A	9606.ENSP00000445077	9606.ENSP00000358140	0	0	0	0	0.507	0.747	0	0.302	0.905
EIF2S3L	EIF3I	9606.ENSP00000445077	9606.ENSP00000362688	0	0	0	0	0.226	0.554	0	0.144	0.678
EIF2S3L	RPL11	9606.ENSP00000445077	9606.ENSP00000363676	0	0	0	0	0.295	0.324	0	0	0.503
EIF2S3L	EIF2S2	9606.ENSP00000445077	9606.ENSP00000364119	0	0	0.209	0	0.241	0.787	0.540	0.539	0.967
EIF2S3L	EIF3CL	9606.ENSP00000445077	9606.ENSP00000370258	0	0	0	0	0.497	0.612	0	0.234	0.837
EIF2S3L	RPS29	9606.ENSP00000445077	9606.ENSP00000379339	0	0	0	0	0.108	0.345	0	0.204	0.494
EIF2S3L	RPL17	9606.ENSP00000445077	9606.ENSP00000397798	0	0	0.249	0	0.221	0.244	0	0.048	0.522
EIF2S3L	GSPT1	9606.ENSP00000445077	9606.ENSP00000398131	0	0	0.226	0	0.633	0.259	0	0.143	0.795
EIF2S3L	RPL9	9606.ENSP00000445077	9606.ENSP00000400467	0	0	0.359	0	0.161	0.291	0	0.056	0.591
EIF2S3L	RPL26L1	9606.ENSP00000445077	9606.ENSP00000428223	0	0	0.311	0	0.064	0.250	0	0.138	0.527
EIF2S3L	EIF3F	9606.ENSP00000445077	9606.ENSP00000431800	0	0	0	0	0.501	0.103	0	0.189	0.605
EIF2S3L	EIF3M	9606.ENSP00000445077	9606.ENSP00000436049	0	0	0	0	0.445	0	0	0.189	0.530
EIF2S3L	RPL26	9606.ENSP00000445077	9606.ENSP00000463784	0	0	0.309	0	0.064	0.250	0	0.112	0.511
EIF2S3L	RPLP0	9606.ENSP00000445077	9606.ENSP00000449328	0	0	0	0	0.428	0.056	0	0.188	0.523
EIF2S3L	RPS28	9606.ENSP00000445077	9606.ENSP00000472469	0.111	0	0	0	0.108	0.540	0	0.207	0.672
EIF3A	EIF3D	9606.ENSP00000358140	9606.ENSP00000216190	0	0	0	0	0.863	0.997	0.900	0.805	0.999
EIF3A	EIF5	9606.ENSP00000358140	9606.ENSP00000216554	0	0	0	0	0.289	0.933	0.900	0.829	0.999
EIF3A	EIF3E	9606.ENSP00000358140	9606.ENSP00000220849	0	0	0	0	0.788	0.998	0.900	0.859	0.999
EIF3A	RPL18A	9606.ENSP00000358140	9606.ENSP00000222247	0	0	0	0	0.599	0	0	0.057	0.605
EIF3A	RPL19	9606.ENSP00000358140	9606.ENSP00000225430	0	0	0	0	0.454	0	0	0.073	0.472
EIF3A	RPS12	9606.ENSP00000358140	9606.ENSP00000230050	0	0	0	0	0.530	0.942	0.600	0	0.988
EIF3A	EIF3K	9606.ENSP00000358140	9606.ENSP00000248342	0	0	0	0	0.246	0.997	0.900	0.753	0.999
EIF3A	RPS16	9606.ENSP00000358140	9606.ENSP00000251453	0	0	0	0	0.663	0.919	0.600	0.044	0.988
EIF3A	DHX29	9606.ENSP00000358140	9606.ENSP00000251636	0	0	0	0	0.092	0.067	0.360	0.393	0.627
EIF3A	EIF2S3	9606.ENSP00000358140	9606.ENSP00000253039	0	0	0	0	0.650	0.947	0.900	0.556	0.999
EIF3A	EIF3G	9606.ENSP00000358140	9606.ENSP00000253108	0	0	0	0	0.633	0.997	0.900	0.874	0.999
EIF3A	EIF2S1	9606.ENSP00000358140	9606.ENSP00000256383	0	0	0	0	0.630	0.986	0.900	0.604	0.999
EIF3A	EIF3J	9606.ENSP00000358140	9606.ENSP00000261868	0	0	0	0	0.151	0.995	0.900	0.814	0.999
EIF3A	RPL8	9606.ENSP00000358140	9606.ENSP00000262584	0	0	0	0	0.536	0	0	0	0.536
EIF3A	RPS11	9606.ENSP00000358140	9606.ENSP00000270625	0	0	0	0	0.516	0.919	0.600	0.484	0.990
EIF3A	EIF2D	9606.ENSP00000358140	9606.ENSP00000271764	0	0	0	0	0.129	0	0	0.346	0.407
EIF3A	RPS27A	9606.ENSP00000358140	9606.ENSP00000272317	0	0	0	0	0.236	0.936	0.600	0.135	0.981
EIF3A	DENR	9606.ENSP00000358140	9606.ENSP00000280557	0	0	0	0	0.199	0.532	0	0.447	0.774
EIF3A	EIF4A1	9606.ENSP00000358140	9606.ENSP00000293831	0	0	0	0	0.258	0.952	0.900	0.495	0.997
EIF3A	RPS23	9606.ENSP00000358140	9606.ENSP00000296674	0	0	0	0	0.341	0.945	0.600	0.489	0.991
EIF3A	RPL15	9606.ENSP00000358140	9606.ENSP00000309334	0	0	0	0	0.515	0	0	0.088	0.539
EIF3A	EIF4A2	9606.ENSP00000358140	9606.ENSP00000326381	0	0	0	0	0.065	0.543	0.900	0.500	0.975
EIF3A	EIF3C	9606.ENSP00000358140	9606.ENSP00000332604	0	0	0	0	0.856	0.995	0.900	0.771	0.999
EIF3A	GSPT2	9606.ENSP00000358140	9606.ENSP00000341247	0	0	0	0	0.647	0.111	0	0.260	0.747
